Name,AttachLocator,AttachToParent,Beam,CameraShake,CameraShakeInReplay,CameraShakeTimeMS,DestroyWhenParentDies,DetachAfterStart,EmitterDelayMs,IsoLayer,Looping,LowEndMaxPitch,LowEndMinPitch,LowEndSound,LowEndVolume,MaxCount,MaxPitch,MinLifeTime,MinPitch,OffsetFromGunBone,OrientToParent,ParticleEmitter,PitchIncrease,SWF,SortInFrontOfParent,Sound,SoundDelay,StopSound,Targeted,Volume,ExportName,AltParticleEmitter
,,,,,,,,,0,,,,,,,,,,,,,IceGolem Freeze_crystal_lvl5_DEF,,,,,,,,,,
IceWizard Deploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/gob_attack_01.ogg,40,0,100,0,100,FALSE,FALSE,Deploy,0,,FALSE,sfx/ice_wiz_deploy_01.ogg,0,FALSE,FALSE,65,,
IceWizard Hit1,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,80,sfx/wizard_hit_01.ogg,50,3,100,0,80,FALSE,FALSE,Hit,0,,FALSE,sfx/ice_mage_impact_01.ogg,0,FALSE,FALSE,50,,
,,,,,,,,,0,,,,,,,,,,,,,IceWizard_Freeze1_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,IceWizard_Freeze_glow_blue_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,IceWizard_Freeze_dots1_lvl1,,,,,,,,,,
IceWizard_attack,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,90,sfx/mage_attack_02.ogg,50,0,100,0,90,FALSE,FALSE,Wizard_attack,0,,FALSE,sfx/ice_wizard_atk_01.ogg,0,FALSE,FALSE,50,,
,,,,,,,,,,,,,,,,,110,,100,,,,,,,sfx/ice_wizard_atk_01.ogg,,,,40,,
,,,,,,,,,,,,,,,,,100,,90,,,,,,,sfx/ice_wizard_atk_01.ogg,,,,50,,
Illegal Position,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,sfx/bad_move_06.ogg,40,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/bad_move_06.ogg,0,FALSE,FALSE,60,,
Inf Dragon Up 2,,FALSE,FALSE,30,TRUE,300,FALSE,FALSE,0,Objects,FALSE,95,95,sfx/infdragon_lvl_up_03.ogg,60,0,95,0,95,FALSE,FALSE,DarkRay Up2,0,,FALSE,sfx/infdragon_lvl_up_03.ogg,0,FALSE,FALSE,60,,
Inf Dragon Up 3,,FALSE,FALSE,40,TRUE,400,FALSE,FALSE,0,Objects,FALSE,115,115,sfx/infdragon_lvl_up_03.ogg,60,0,115,0,115,FALSE,FALSE,DarkRay Up3,0,,FALSE,sfx/infdragon_lvl_up_03.ogg,0,FALSE,FALSE,60,,
Infdragon Deploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,95,sfx/infdragon_deploy_02.ogg,80,0,100,0,95,FALSE,FALSE,,0,,FALSE,sfx/infdragon_deploy_02.ogg,0,FALSE,FALSE,80,,
Infdragon Die,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,95,sfx/infdragon_die_02.ogg,80,0,100,0,95,FALSE,FALSE,Dsplat,0,,FALSE,sfx/infdragon_die_02.ogg,0,FALSE,FALSE,80,,
Inferno Dragon Attack 1,attack_pivot,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,0,Top,TRUE,100,100,sfx/infdragon_fireloop_01.ogg,20,20,100,0,100,FALSE,FALSE,InfernoDragonBeam_1,0,,TRUE,sfx/infdragon_fireloop_01.ogg,0,FALSE,TRUE,30,,
Inferno Dragon Attack 2,attack_pivot,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,0,Top,TRUE,120,120,sfx/infdragon_fireloop_01.ogg,20,20,120,0,120,FALSE,FALSE,InfernoDragonBeam_2,0,,TRUE,sfx/infdragon_fireloop_01.ogg,0,FALSE,TRUE,30,,
Inferno Dragon Attack 3,attack_pivot,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,0,Top,TRUE,140,140,sfx/infdragon_fireloop_01.ogg,20,20,140,0,140,FALSE,FALSE,InfernoDragonBeam_3,0,,TRUE,sfx/infdragon_fireloop_01.ogg,0,FALSE,TRUE,30,,
Inferno Fire1,attack_pivot,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,None,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Inferno Fire,0,,FALSE,,0,FALSE,FALSE,,,
Inferno Fire2,attack_pivot,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,Light Dust,0,,TRUE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,Inferno Fire,,,,,,,,,,
Inferno Start,attack_pivot,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,,0,,TRUE,,0,FALSE,FALSE,,,
IsoTestFX,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/explosion_02.ogg,60,0,100,0,100,FALSE,FALSE,IsoTestFX,0,,FALSE,sfx/explosion_02.ogg,0,FALSE,FALSE,80,,
Jolly King Deploy,,FALSE,FALSE,20,TRUE,200,FALSE,FALSE,,Objects,FALSE,100,100,sfx/jk_dep_01_dl_opt.ogg,90,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/jk_dep_01_dl_opt.ogg,0,FALSE,FALSE,90,,
Jolly King Die,,FALSE,FALSE,100,TRUE,1000,FALSE,FALSE,0,Top,FALSE,100,100,sfx/jk_die_01_dl_opt.ogg,90,0,100,0,100,FALSE,FALSE,Mortar_lightFlash,0,,FALSE,sfx/jk_die_01_dl_opt.ogg,0,FALSE,FALSE,90,,
,,,,,,,,,0,,,,,,,,,,,,,Ring,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Place,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,MortarHit_lvl6,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,hero_die_force,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Force,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Smoke,,,,,,,,,,
Jolly Menu1 SFX,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,Top,FALSE,95,88,sfx/jk_celebrate_01_dl_opt.ogg,90,0,95,2000,88,FALSE,FALSE,,0,,FALSE,sfx/jk_celebrate_01_dl_opt.ogg,0,TRUE,FALSE,90,,
Jolly Snowing,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,snow_sparkle_01_offset,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,snow_sparkle_bigflakes_02,,,,,,,,,,
Jolly Spawn Effect,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,150,Top,FALSE,95,88,sfx/jk_celebrate_01_dl_opt.ogg,90,0,95,0,88,FALSE,FALSE,snow_sparkle_01_offset,0,,FALSE,sfx/jk_celebrate_01_dl_opt.ogg,0,TRUE,FALSE,90,,
,,,,,,,,,0,,,,,,,,,,,,,snow_sparkle_bigflakes_02,,,,,,,,,,
Jump deploy lvl1,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,sfx/trap_eject_01v2.ogg,50,0,97,0,97,FALSE,FALSE,jump_deploy_range_lvl1,0,,FALSE,sfx/bottle_jump_spell_01.ogg,0,FALSE,FALSE,95,,
,,,,,,,,,0,,,,,,,,,,,,,jump_ring_anim_lvl1,,,,,,,,,,
Jump deploy lvl2,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,sfx/trap_eject_01v2.ogg,50,0,97,0,97,FALSE,FALSE,jump_deploy_range_lvl2,0,,FALSE,sfx/bottle_jump_spell_01.ogg,0,FALSE,FALSE,95,,
,,,,,,,,,0,,,,,,,,,,,,,jump_ring_anim_lvl2,,,,,,,,,,
Jump deploy lvl3,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,sfx/trap_eject_01v2.ogg,50,0,97,0,97,FALSE,FALSE,jump_deploy_range_lvl3,0,,FALSE,sfx/bottle_jump_spell_01.ogg,0,FALSE,FALSE,95,,
,,,,,,,,,0,,,,,,,,,,,,,jump_ring_anim_lvl3,,,,,,,,,,
Jump deploy lvl4,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,sfx/trap_eject_01v2.ogg,50,0,97,0,97,FALSE,FALSE,jump_deploy_range_lvl4,0,,FALSE,sfx/bottle_jump_spell_01.ogg,0,FALSE,FALSE,95,,
,,,,,,,,,0,,,,,,,,,,,,,jump_ring_anim_lvl4,,,,,,,,,,
Jump deploy top lvl1,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,jump_deploy_range_anim_lvl1,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_glowGreen_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_balls,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls2_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls3_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls4_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls5_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls6_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_ring_lightrays_lvl1,,,,,,,,,,
Jump deploy top lvl2,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,jump_deploy_range_anim_lvl2,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_glowGreen_lvl2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_balls,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls_lvl2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls2_lvl2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls3_lvl2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls4_lvl2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls5_lvl2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls6_lvl2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_ring_lightrays_lvl2,,,,,,,,,,
Jump deploy top lvl3,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,jump_deploy_range_anim_lvl3,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_glowGreen_lvl3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_balls,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls_lvl3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls2_lvl3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls3_lvl3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls4_lvl3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls5_lvl3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls6_lvl3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_ring_lightrays_lvl3,,,,,,,,,,
Jump deploy top lvl4,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,,100,0,,0,,FALSE,FALSE,jump_deploy_range_anim_lvl4,0,,FALSE,,0,FALSE,FALSE,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_glowGreen_lvl4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_balls,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls_lvl4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls2_lvl4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls3_lvl4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls4_lvl4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls5_lvl4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_balls6_lvl4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,jump_ring_lightrays_lvl4,,,,,,,,,,
Jump predeploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,140,140,sfx/elixir_collect_02.ogg,40,0,95,0,95,FALSE,FALSE,jump_bottleDrop,0,,FALSE,sfx/magic_bottle_fall_05.ogg,0,FALSE,FALSE,80,,
King Ability Effect,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Ground,FALSE,100,100,sfx/barb_king_rage_fist_01.ogg,90,0,100,0,100,FALSE,FALSE,rage_kingFlames,0,,FALSE,sfx/barb_king_rage_fist_01.ogg,0,FALSE,FALSE,90,,
,,,,,,,,,0,,,,,,,,,,,,,king_glowPurple,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,king_rangeRingOutter,,,,,,,,,,
Laboratory Pickup,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,100,100,sfx/wall_pickup_01.ogg,80,0,100,0,100,FALSE,FALSE,Grass,0,,FALSE,sfx/observatory_pickup_01.ogg,0,FALSE,FALSE,80,,
Laboratory Placing,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,sfx/cannon_drop2.ogg,60,0,100,0,100,FALSE,FALSE,Place,0,,FALSE,sfx/observatory_place_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
Large AirTrap Explosion,,TRUE,FALSE,50,TRUE,500,FALSE,FALSE,0,Top,FALSE,105,95,sfx/mortar_hit_01.ogg,80,0,105,0,95,FALSE,FALSE,large_airTrap_smoke2,0,,FALSE,sfx/cannon_fire3.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,small_airTrap_Hit,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,AirDefence3_hit2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,large_airTrap_explosion1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,large_airTrap_verticalLight,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,small_airTrap_fireExplosion3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,large_airTrap_lightFlash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,large_airTrap_forceUp,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,large_airTrap_forceDown,,,,,,,,,,
Lavalauncher Attack,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,105,95,sfx/mortar_fire_02_with_fall.ogg,70,0,105,0,95,FALSE,FALSE,Mortar_flash,0,,FALSE,sfx/lava_launcher_atk_01.ogg,0,FALSE,FALSE,70,,
,,,,,,,,,0,,,,,,,,,,,,,Mortar_smoke2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Mortar_smoke,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Mortar_fireBalls,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Mortar_lightFlash,,,,,,,,,,
League_Bonus,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,sfx/league_bonus.ogg,80,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/league_bonus.ogg,0,FALSE,FALSE,100,,
League_Demote,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,75,75,sfx/league_demote.ogg,70,0,75,0,75,FALSE,FALSE,,0,,FALSE,sfx/league_demote.ogg,0,FALSE,FALSE,90,,
League_Legend_End,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,sfx/league_promote.ogg,80,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/leg_league_over_01.ogg,0,FALSE,FALSE,80,,
League_Legend_Promote,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,100,100,sfx/league_promote.ogg,80,0,100,0,100,FALSE,FALSE,,0,,FALSE,sfx/leg_league_01.ogg,0,FALSE,FALSE,80,,
League_Promote,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,,None,FALSE,75,75,sfx/league_promote.ogg,70,0,75,0,75,FALSE,FALSE,,0,,FALSE,sfx/league_promote.ogg,0,FALSE,FALSE,90,,
Lightning area,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,90,80,sfx/barb_deploy_11.ogg,50,0,100,0,100,FALSE,FALSE,Lightning_area_effect1,0,,FALSE,sfx/bottle_break_04_lightning_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_effect2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_effect3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_ring,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_effect4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_effect5,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_areaTesla_effect1,,,,,,,,,,
Lightning area Halloween,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,90,80,sfx/barb_deploy_11.ogg,50,0,100,0,100,FALSE,FALSE,Lightning_area_halloween_effect1,0,,FALSE,sfx/bottle_break_04_lightning_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_halloween_effect2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_halloween_effect3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_ring,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_halloween_effect4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_halloween_effect5,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_areaTesla_effect1,,,,,,,,,,
Lightning area small,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,90,80,sfx/barb_deploy_11.ogg,50,0,100,0,100,FALSE,FALSE,Lightning_area_effect1,0,,FALSE,sfx/bottle_break_04_lightning_01.ogg,0,FALSE,FALSE,80,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_flash,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_effect2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_effect3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_ring_small,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_effect4,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_area_effect5,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Lightning_areaTesla_effect1,,,,,,,,,,
Lightning predeploy,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,140,140,sfx/elixir_collect_02.ogg,50,0,95,0,95,FALSE,FALSE,lightning_bottleDrop,0,,FALSE,sfx/magic_bottle_fall_05.ogg,0,FALSE,FALSE,80,,
Lightning Spell,,TRUE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,120,100,sfx/tesla_zap_01.ogg,50,10,120,0,100,FALSE,FALSE,LightningSky,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,80,,
Lightning Spell Hit,,TRUE,FALSE,70,TRUE,1000,FALSE,FALSE,0,Top,FALSE,80,60,sfx/mortar_hit_01.ogg,80,5,105,0,95,FALSE,FALSE,bomb_crater_small,0,,FALSE,sfx/lightning_amb_01.ogg,0,FALSE,FALSE,70,,
,,,,,,,,,0,,,,,,,,,,,,,Ring,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_1_small,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Stone_explosion,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Stone,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,explosion_blast,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Wizard_Tower_hit,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Stone,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Wizard_Tower_hit,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Stone_explosion,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_balls,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Super_Bomb,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Smoke,,,,,,,,,,
Lightning Spell Hit Halloween,,TRUE,FALSE,100,TRUE,1000,FALSE,FALSE,0,Top,FALSE,80,60,sfx/mortar_hit_01.ogg,80,5,105,0,95,FALSE,FALSE,bomb_crater_small,0,,FALSE,sfx/lightning_amb_01.ogg,0,FALSE,FALSE,70,,
,,,,,,,,,0,,,,,,,,,,,,,Ring_blue,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_1_small_green,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Stone_explosion,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Stone,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,explosion_blast_green,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Wizard_Tower_hit_green,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Stone,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Grass,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Wizard_Tower_hit_green,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Stone_explosion,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3_green,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Fire_balls,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Super_Bomb_green,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Smoke_green,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,batcloud,,,,,,,,,,
Lose Hp,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,105,95,sfx/mortar_hit_01.ogg,60,0,105,0,95,FALSE,FALSE,LoseHP_burn,0,,FALSE,sfx/bomb_tower_hit_01.ogg,0,FALSE,FALSE,40,,
,,,,,,,,,0,,,,,,,,,,,,,LoseHP_fire_balls,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,LoseHP_hit,,,,,,,,,,
Mega Tesla Hit,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,70,50,sfx/tesla_zap_03.ogg,30,0,70,0,50,FALSE,FALSE,Tesla_spark_1,0,,TRUE,sfx/tesla_zap_03.ogg,0,FALSE,FALSE,20,,
,,,,,,,,,0,,,,,,,,,,,,,Tesla_spark_2,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Hit,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,IceWizard_Freeze_glow_blue_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Ring_blue,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Explosion_3_green,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,IceWizard_Freeze_glow_blue_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,IceWizard_Freeze_glow_blue_lvl1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Tesla_spark_1,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,Tesla_spark_2,,,,,,,,,,
MegaDragon Attack,boss_attack_pivot,TRUE,FALSE,0,FALSE,0,TRUE,TRUE,0,Top,FALSE,105,95,sfx/dragon_attack_01.ogg,60,0,105,0,95,FALSE,FALSE,megaDragonFire,0,,FALSE,sfx/dragon_attack_01.ogg,0,FALSE,FALSE,70,,
,,,,,,,,,0,,,,,,,,,,,,,megaDragonFireAdd,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,megaDragonSpark,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,megaDragonFireAddStart,,,,,,,,,,
MegaTesla Attack_1,,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,50,110,0,90,FALSE,FALSE,MegaLightning_1,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,
,,,,,,,,,,,,,,,,,120,,100,,,,,,,sfx/tesla_zap_03.ogg,,,,40,,
MegaTesla Attack_1_chain,,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,0,Top,FALSE,110,90,sfx/tesla_zap_01.ogg,40,50,110,0,90,FALSE,FALSE,MegaLightning_1_chain,0,,FALSE,sfx/tesla_zap_01.ogg,0,FALSE,TRUE,40,,
,,,,,,,,,,,,,,,,,120,,100,,,,,,,sfx/tesla_zap_03.ogg,,,,40,,
Miner Appear,,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,0,Objects,FALSE,100,100,,100,150,110,0,90,FALSE,FALSE,miner_surface,0,,FALSE,sfx/miner_dig_down_01.ogg,0,FALSE,FALSE,60,,
