Name,ParticleCount,EmissionTime,MinLife,MaxLife,MinHorizAngle,MaxHorizAngle,MinVertAngle,MaxVertAngle,MinSpeed,MaxSpeed,StartX,StartY,StartZ,TargetedEndZ,Gravity,OrientToMovement,OrientToParentType,BounceFromGround,IsIsoParticle,IsoLayer,ParticleSwf,ParticleExportName,AdditiveBlend,Inertia,Slowdown,StartScale,EndScale,MinRotate,MaxRotate,ParticleFadeOutTime,ScaleTimeline,FadeInTime,FadeOutTime,StartAngleMin,StartAngleMax,ScaleRandomMin,ScaleRandomMax,Alpha,OrientToParent,StartRadiusMin,StartRadiusMax,StartRadius
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots2_lvl1,25,800,800,1200,0,360,33,75,14,30,0,0,-33,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,33,0,20,3,-45,45,2000,FALSE,0,0,0,0,100,100,100,,220,220,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots2_lvl2,25,500,600,800,0,360,33,75,14,30,0,0,-33,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,33,0,20,3,-45,45,2000,FALSE,0,0,0,0,100,100,100,,220,220,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots2_lvl3,25,800,700,850,0,360,33,75,14,30,0,0,-33,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,33,0,20,3,-45,45,2000,FALSE,0,0,0,0,100,100,100,,220,220,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots2_lvl4,25,800,700,850,0,360,33,75,14,30,0,0,-33,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,33,0,20,3,-45,45,2000,FALSE,0,0,0,0,100,100,100,,220,220,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots2_lvl5,25,800,700,900,0,360,33,75,14,30,0,0,-33,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,33,0,20,3,-45,45,2000,FALSE,0,0,0,0,100,100,100,,220,220,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots2_lvl6,25,800,700,900,0,360,33,75,14,30,0,0,-33,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,33,0,20,3,-45,45,2000,FALSE,0,0,0,0,100,100,100,,220,220,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots2_lvl7,25,800,700,900,0,360,33,75,14,30,0,0,-33,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,33,0,20,3,-45,45,2000,FALSE,0,0,0,0,100,100,100,,220,220,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots3_lvl1,20,800,600,1000,0,360,33,75,15,28,0,0,-50,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,38,0,20,3,-45,45,200,FALSE,0,0,0,0,100,100,100,,300,300,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots3_lvl2,20,700,500,700,0,360,33,75,15,28,0,0,-50,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,38,0,20,3,-45,45,200,FALSE,0,0,0,0,100,100,100,,300,300,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots3_lvl3,20,800,500,800,0,360,33,75,15,28,0,0,-50,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,38,0,20,3,-45,45,200,FALSE,0,0,0,0,100,100,100,,300,300,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots3_lvl4,20,800,800,800,0,360,33,75,15,28,0,0,-50,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,38,0,20,3,-45,45,200,FALSE,0,0,0,0,100,100,100,,300,300,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots3_lvl5,20,800,600,800,0,360,33,75,15,28,0,0,-50,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,38,0,20,3,-45,45,200,FALSE,0,0,0,0,100,100,100,,300,300,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots3_lvl6,20,800,600,800,0,360,33,75,15,28,0,0,-50,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,38,0,20,3,-45,45,200,FALSE,0,0,0,0,100,100,100,,300,300,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dots3_lvl7,20,800,600,800,0,360,33,75,15,28,0,0,-50,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_dotflake1,TRUE,38,0,20,3,-45,45,200,FALSE,0,0,0,0,100,100,100,,300,300,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,freeze_dotflake_anim3,TRUE,,,,,,,,,,,,,,,,,,,
Freeze_dust_lvl1,5,900,300,700,0,360,45,90,5,10,0,0,20,0,-10,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,Hit,TRUE,10,0,10,200,100,300,3000,FALSE,0,0,0,0,100,100,100,,200,200,
Freeze_dust_lvl2,5,1000,1000,1500,0,360,45,90,5,10,0,0,20,0,-10,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,Hit,TRUE,10,0,10,200,100,300,3000,FALSE,0,0,0,0,100,100,100,,200,200,
Freeze_dust_lvl3,5,1000,1700,2000,0,360,45,90,5,10,0,0,20,0,-10,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,Hit,TRUE,10,0,10,200,100,300,3000,FALSE,0,0,0,0,100,100,100,,200,200,
Freeze_dust_lvl4,5,1000,2500,3100,0,360,45,90,5,10,0,0,20,0,-10,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,Hit,TRUE,10,0,10,200,100,300,3000,FALSE,0,0,0,0,100,100,100,,200,200,
Freeze_dust_lvl5,5,900,3000,3400,0,360,45,90,5,10,0,0,20,0,-10,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,Hit,TRUE,10,0,10,200,100,300,3000,FALSE,0,0,0,0,100,100,100,,200,200,
Freeze_dust_lvl6,5,700,3400,4400,0,360,45,90,5,10,0,0,20,0,-10,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,Hit,TRUE,10,0,10,200,100,300,3000,FALSE,0,0,0,0,100,100,100,,200,200,
Freeze_dust_lvl7,5,1000,3500,4500,0,360,45,90,5,10,0,0,20,0,-10,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,Hit,TRUE,10,0,10,200,100,300,3000,FALSE,0,0,0,0,100,100,100,,200,200,
Freeze_frostmite_glow,1,3,1000,2000,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_blue_glow,TRUE,0,0,180,100,0,0,600,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_frostmite_range,1,6,1000,2000,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_range,TRUE,0,0,60,60,0,0,600,FALSE,0,0,0,0,100,100,30,,2,2,
Freeze_glow_blue_lilfrost,5,13000,5000,5000,0,0,0,0,0,0,0,0,40,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_blue_glow,FALSE,0,0,600,600,0,0,1200,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_glow_blue_lvl1,1,1,2500,2500,0,0,0,0,0,0,0,0,40,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_blue_glow,FALSE,0,0,1400,800,0,0,1200,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_glow_blue_lvl2,1,1,2000,2000,0,0,0,0,0,0,0,0,40,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_blue_glow,FALSE,0,0,1400,800,0,0,1200,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_glow_blue_lvl3,1,1,3500,3500,0,0,0,0,0,0,0,0,40,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_blue_glow,FALSE,0,0,1400,800,0,0,1200,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_glow_blue_lvl4,1,1,4000,4000,0,0,0,0,0,0,0,0,40,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_blue_glow,FALSE,0,0,1400,800,0,0,1200,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_glow_blue_lvl5,1,1,4500,4500,0,0,0,0,0,0,0,0,40,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_blue_glow,FALSE,0,0,1400,800,0,0,1200,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_glow_blue_lvl6,1,1,5000,5000,0,0,0,0,0,0,0,0,40,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_blue_glow,FALSE,0,0,1400,800,0,0,1200,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_glow_blue_lvl7,1,1,5500,5500,0,0,0,0,0,0,0,0,40,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_blue_glow,FALSE,0,0,1400,800,0,0,1200,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_range_lvl1,1,33,2500,2500,0,0,0,0,0,0,0,0,12,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_range,TRUE,0,0,100,80,0,0,1500,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_range_lvl2,1,33,3000,3000,0,0,0,0,0,0,0,0,12,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_range,TRUE,0,0,100,80,0,0,1500,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_range_lvl3,1,33,3500,3500,0,0,0,0,0,0,0,0,12,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_range,TRUE,0,0,100,80,0,0,1500,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_range_lvl4,1,33,4000,4000,0,0,0,0,0,0,0,0,12,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_range,TRUE,0,0,100,80,0,0,1500,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_range_lvl5,1,33,4500,4500,0,0,0,0,0,0,0,0,12,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_range,TRUE,0,0,100,80,0,0,1500,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_range_lvl6,1,33,5000,5000,0,0,0,0,0,0,0,0,12,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_range,TRUE,0,0,100,80,0,0,1500,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_range_lvl7,1,33,5500,5500,0,0,0,0,0,0,0,0,12,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,freeze_range,TRUE,0,0,100,80,0,0,1500,FALSE,0,0,0,0,100,100,100,,0,0,
Freeze_range_marker_lvl1,4,800,1200,2500,0,0,90,90,100,120,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,spell_range_marker,TRUE,0,0,100,90,0,0,4500,TRUE,0,0,0,0,100,100,100,,0,0,
Freeze_range_marker_lvl2,4,800,800,1500,0,0,90,90,100,120,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,spell_range_marker,TRUE,0,0,100,90,0,0,4500,TRUE,0,0,0,0,100,100,100,,0,0,
Freeze_range_marker_lvl3,4,1800,800,1500,0,0,90,90,100,120,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,spell_range_marker,TRUE,0,0,100,90,0,0,4500,TRUE,0,0,0,0,100,100,100,,0,0,
Freeze_range_marker_lvl4,4,2000,800,1200,0,0,90,90,100,120,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,spell_range_marker,TRUE,0,0,100,90,0,0,4500,TRUE,0,0,0,0,100,100,100,,0,0,
Freeze_range_marker_lvl5,4,2000,800,2000,0,0,90,90,100,120,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,spell_range_marker,TRUE,0,0,100,90,0,0,4500,TRUE,0,0,0,0,100,100,100,,0,0,
Freeze_range_marker_lvl6,4,2500,800,2000,0,0,90,90,100,120,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,spell_range_marker,TRUE,0,0,100,90,0,0,4500,TRUE,0,0,0,0,100,100,100,,0,0,
Freeze_range_marker_lvl7,4,3600,800,2000,0,0,90,90,100,120,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,spell_range_marker,TRUE,0,0,100,90,0,0,4500,TRUE,0,0,0,0,100,100,100,,0,0,
FreezeArrow,6,60,700,900,0,360,0,0,5,1000,0,0,10,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,frost_star_1,TRUE,1000,0,80,100,0,0,150,TRUE,0,0,0,0,100,100,100,,100,100,
,,,,,,,,,,,,,,,,,,,,,,frost_star_2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,frost_star_3,TRUE,,,,,,,,,,,,,,,,,,,
FrostmiteFreeze,2,10,600,800,0,360,0,0,5,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,frost_star_1,TRUE,0,600,60,150,0,0,250,TRUE,120,0,0,0,50,120,80,,0,50,
frostmites_bottleDrop,1,1,800,800,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Object,sc/buildings.sc,Frostmites_spell_bottleDrop,FALSE,0,0,100,100,0,0,0,TRUE,0,0,0,0,100,100,100,,0,0,
frosty_trail_emitter,6,75,200,500,0,0,0,0,0,175,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,frosty_snowball_trail,TRUE,0,0,100,100,-5,5,0,TRUE,200,0,-180,180,50,90,100,,0,0,
furnace_attack,6,0,350,1000,0,360,15,165,200,600,0,0,0,0,1500,TRUE,Disabled,TRUE,FALSE,Object,sc/vfx_character.sc,vfx_chr_GW_Ember01,TRUE,1,0,50,0,0,0,0,TRUE,0,0,0,0,15,100,85,,0,100,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember02,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember03,TRUE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,vfx_chr_GW_Ember04,TRUE,,,,,,,,,,,,,,,,,,,
furnace_attack_puff,2,100,420,430,0,0,0,0,0,0,0,0,-30,0,0,FALSE,Disabled,FALSE,TRUE,Ground,sc/vfx_character.sc,vfx_chr_gw_SmokeImpact,FALSE,0,0,55,75,0,0,300,TRUE,0,0,-33,33,100,100,75,,0,0,
furnace_attack_puff2,3,50,600,750,0,0,80,100,140,200,0,0,40,0,-100,FALSE,Disabled,FALSE,TRUE,Top,sc/vfx_character.sc,vfx_chr_GW_SmokeA,FALSE,0,0,200,450,-25,50,250,TRUE,25,500,-180,180,35,100,85,,10,30,
Furnace_debris,15,1,600,1000,0,360,30,90,600,900,0,0,50,0,3000,FALSE,Disabled,TRUE,FALSE,Object,sc/buildings.sc,debris4,FALSE,0,300,100,150,20,90,400,TRUE,0,0,-180,180,100,100,100,,5,10,
,,,,,,,,,,,,,,,,,,,,,,debris5,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,debris14,FALSE,,,,,,,,,,,,,,,,,,,
furnace_fire_glow,1,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Object,sc/buildings.sc,growth_aura_marker_3,TRUE,0,0,10,30,0,0,0,TRUE,0,0,0,0,100,100,100,,0,0,
furnace_flash,2,1,120,120,-10,10,-10,10,5,100,0,0,70,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,spell_range_marker_3,TRUE,0,0,30,120,0,0,100,TRUE,0,0,0,0,100,100,100,,0,0,
furnace_smoke,9,1500,1000,1500,-50,-100,50,60,25,55,0,0,-125,0,-30,FALSE,Disabled,FALSE,TRUE,Object,sc/buildings.sc,soft_smoke1,FALSE,20,0,20,45,-90,90,1600,TRUE,500,0,-90,180,100,100,55,,23,40,
furnace_sparks,3,4000,500,3500,0,360,100,80,100,250,0,0,0,0,0,FALSE,Disabled,FALSE,TRUE,Object,sc/buildings.sc,spark,TRUE,150,50,10,50,-90,90,10,FALSE,10,100,0,0,100,100,100,,0,10,
Gargoyle2_hit,12,1,600,1200,0,360,0,0,50,100,0,0,0,0,100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,deli1,FALSE,0,10,40,60,-30,30,400,TRUE,0,0,0,0,100,100,100,,50,50,
,,,,,,,,,,,,,,,,,,,,,,deli2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli3,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli4,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli5,FALSE,,,,,,,,,,,,,,,,,,,
Gargoyle_hit,4,1,300,600,0,360,0,0,50,100,0,0,0,0,100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,deli1,FALSE,0,0,40,60,-30,30,400,TRUE,0,0,0,0,100,100,100,,50,50,
,,,,,,,,,,,,,,,,,,,,,,deli2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli3,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli4,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli5,FALSE,,,,,,,,,,,,,,,,,,,
Gargoyle_hit2,4,1,300,600,0,360,0,0,50,100,0,0,0,0,100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,darkSplat,FALSE,0,0,60,90,-10,10,250,TRUE,0,0,0,0,100,100,100,,50,50,
,,,,,,,,,,,,,,,,,,,,,,darkSplat2,FALSE,,,,,,,,,,,,,,,,,,,
Gargoyle_spit,2,5,300,500,-20,20,-20,20,100,600,0,0,125,0,800,FALSE,HorizontalAngle,FALSE,FALSE,Object,sc/buildings.sc,deli1,FALSE,0,0,8,32,20,50,200,TRUE,0,0,0,0,100,100,100,,-20,-20,
,,,,,,,,,,,,,,,,,,,,,,deli2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli3,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli4,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli5,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli6,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli7,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli8,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli9,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,deli10,FALSE,,,,,,,,,,,,,,,,,,,
Gbolinbill_pick_up,8,200,700,800,0,360,20,90,500,780,0,0,0,0,1000,FALSE,Disabled,FALSE,FALSE,Object,sc/april25.sc,vfx_goblinbill_01,FALSE,40,0,100,120,-90,90,300,TRUE,0,0,0,200,100,100,100,,80,200,
Gem_light_streaks,2,300,450,650,0,360,0,90,10,33,0,0,15,0,-100,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,bonus_gem_pickup_fx,TRUE,10,0,100,20,-45,45,128,FALSE,10,300,0,0,100,100,100,,45,45,
ghost_rise,1,1,1200,1200,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/characters.sc,barbarian_death_1,FALSE,0,0,100,100,0,0,1,TRUE,0,0,0,0,100,100,100,,0,0,
GiantCannon_fireBalls2,15,90,350,450,-20,20,0,50,100,2000,0,0,70,0,2000,FALSE,HorizontalAngle,TRUE,FALSE,Object,sc/buildings.sc,fireball3b,TRUE,20,20,8,10,0,90,300,TRUE,0,0,0,0,100,100,100,,70,70,
GiantCannon_flash2,5,120,700,850,-10,10,-5,30,500,500,0,0,70,0,0,FALSE,HorizontalAngle,FALSE,FALSE,Object,sc/buildings.sc,d5,FALSE,15,0,45,150,-40,90,1000,TRUE,0,0,-180,180,90,120,80,,140,140,
GiantCannon_lightFlash2,1,1,180,180,0,0,0,0,0,0,0,0,60,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,spell_range_marker_3,TRUE,0,0,70,100,0,0,100,TRUE,0,0,0,0,100,100,100,,0,0,
GiantCannon_smoke2,15,30,1400,1800,-40,40,-40,40,-230,-500,0,0,70,0,-25,FALSE,HorizontalAngle,FALSE,FALSE,Object,sc/buildings.sc,d5,FALSE,100,0,80,150,-180,180,3000,TRUE,0,0,-180,180,90,120,80,,110,110,
GiantCannon_smoke_continuous,20,2000,1400,2500,0,0,0,0,0,0,0,0,70,0,-100,FALSE,HorizontalAngle,FALSE,FALSE,Object,sc/buildings.sc,d1,FALSE,100,0,60,100,0,180,1000,TRUE,550,0,-180,180,90,120,65,,70,70,
,,,,,,,,,,,,,,,,,,,,,,d2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,d3,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,d4,FALSE,,,,,,,,,,,,,,,,,,,
GiantShieldAbilityGroundPredeploy,1,1,1200,1200,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,shield_bubble_icon_ground_animation,FALSE,0,0,150,150,0,0,0,FALSE,0,0,0,0,100,100,100,,0,0,
GiantShieldAbilityPredeploy,1,1,1200,1200,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,shield_bubble_icon_animation,FALSE,0,0,150,150,0,0,0,FALSE,0,0,0,0,100,100,100,,0,0,
GiantShieldAbilityPredeploySparks,8,100,500,1500,0,360,15,33,400,800,0,0,50,0,200,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,recall_spell_sparkle_2,TRUE,15,0,100,10,-90,90,10,FALSE,10,100,0,0,100,100,100,,30,30,
GiantShieldBubbleAnimation,1,1,12000,12000,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,shield_bubble_animation,FALSE,0,0,100,100,0,0,0,FALSE,0,0,0,0,100,100,100,,0,0,
GiantShieldBubbleGroundAnimation,1,1,12000,12000,0,0,0,0,0,0,0,0,0,0,0,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,shield_bubble_ground_animation,FALSE,0,0,100,100,0,0,0,FALSE,0,0,0,0,100,100,100,,0,0,
GiantShieldBubbleSparks,50,12000,300,1000,0,360,0,360,10,50,0,0,-100,0,250,FALSE,HorizontalAngle,FALSE,FALSE,Object,sc/buildings.sc,recall_spell_sparkle_1,FALSE,20,10,50,25,-5,5,150,FALSE,0,400,0,0,80,100,100,,100,100,
,,,,,,,,,,,,,,,,,,,,,,recall_spell_sparkle_2,FALSE,,,,,,,,,,,,,,,,,,,
Gift Debris,33,100,300,1000,0,360,45,90,200,330,0,0,20,0,300,FALSE,Disabled,FALSE,FALSE,Object,sc/buildings.sc,gift_debris_1,FALSE,0,0,100,5,-300,400,800,FALSE,10,300,0,0,100,100,100,,66,66,
,,,,,,,,,,,,,,,,,,,,,,gift_debris_2,FALSE,,,,,,,,,,,,,,,,,,,
GiftBox Building Destroyed,30,1,700,1200,0,360,30,90,300,1200,0,0,0,0,3000,FALSE,Disabled,TRUE,FALSE,Object,sc/buildings.sc,giftbox_debris1,FALSE,0,300,70,100,20,90,400,TRUE,0,0,-180,180,80,120,100,,50,50,
,,,,,,,,,,,,,,,,,,,,,,giftbox_debris2,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,giftbox_debris3,FALSE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,giftbox_debris4,FALSE,,,,,,,,,,,,,,,,,,,
