Name,TID,TIDShort,TIDLeague,IconSWF,IconExportName,LeagueBannerIcon,LeagueBannerIconNum,LeagueBannerIconHUD,Division,GoldReward,ElixirReward,DarkElixirReward,GoldRewardStarBonus,ElixirRewardStarBonus,DarkElixirRewardStarBonus,CommonOreRewardStarBonus,RareOreRewardStarBonus,EpicOreRewardStarBonus,GroupSizeMin,GroupSizeMax,CandidateCountMin,CandidateCountMinInit,DemotePercentage,PromotePercentage,DemoteEnabled,PromoteEnabled,MatchmakingPenaltyStrengthDifference,MatchmakingPenaltyDefenseCountDifference,MatchmakingPenaltyPreviouslyAttacked,MatchmakingPenaltyClanMember,TH,MaxLootGold,MaxLootElixir,MaxLootDarkElixir,MaxBattleCount,BattleModifier,TrophyFloor,TopClanScore
,,,,,,,,,,182500,182500,1438,795000,795000,3825,1030,60,1,,,,,,,,,,,,,10,892500,892500,8925,,,,
,,,,,,,,,,187500,187500,1488,845000,845000,4075,1030,60,1,,,,,,,,,,,,,11,967500,967500,9675,,,,
,,,,,,,,,,202500,202500,1638,920000,920000,4450,1030,60,1,,,,,,,,,,,,,12,1042500,1042500,10425,,,,
,,,,,,,,,,240000,240000,1788,995000,995000,4825,1030,60,1,,,,,,,,,,,,,13,1057500,1057500,10575,,,,
,,,,,,,,,,302500,302500,2088,1070000,1070000,5200,1030,60,1,,,,,,,,,,,,,14,1065000,1065000,10650,,,,
,,,,,,,,,,322500,322500,2288,1120000,1120000,5400,1030,60,1,,,,,,,,,,,,,15,1075000,1075000,10750,,,,
,,,,,,,,,,337500,337500,2438,1157500,1157500,5550,1030,60,1,,,,,,,,,,,,,16,1078750,1078750,10788,,,,
,,,,,,,,,,355000,355000,2575,1190000,1190000,5700,1030,60,1,,,,,,,,,,,,,17,1085000,1085000,10850,,,,
,,,,,,,,,,365000,365000,2675,1200000,1200000,5750,1030,60,1,,,,,,,,,,,,,18,1087500,1087500,10875,,,,
dragon2,TID_LEAGUE_TIER_10_RANK_2,TID_LEAGUE_TIER_10_RANK_2_SHORT,TID_LEAGUE_TIER_10,sc/ui.sc,icon_2025_league_dragon1_rank2,icon_2025_league_dragon1,icon_2025_league_dragon1_level,icon_2025_league_small_dragon1_level,2,,,,,,,,,,40,100,200,10000,15,15,TRUE,TRUE,1,100,300,200,,,,,24,,0,3500
,,,,,,,,,,180500,180500,1350,700000,700000,3375,0,0,0,,,,,,,,,,,,,7,693750,693750,5938,,,,
,,,,,,,,,,181000,181000,1375,725000,725000,3475,1040,61,1,,,,,,,,,,,,,8,743750,743750,6438,,,,
,,,,,,,,,,181500,181500,1400,750000,750000,3600,1040,61,1,,,,,,,,,,,,,9,793750,793750,7438,,,,
,,,,,,,,,,185000,185000,1450,800000,800000,3850,1040,61,1,,,,,,,,,,,,,10,893750,893750,8938,,,,
,,,,,,,,,,190000,190000,1500,850000,850000,4100,1040,61,1,,,,,,,,,,,,,11,968750,968750,9688,,,,
,,,,,,,,,,205000,205000,1650,925000,925000,4475,1040,61,1,,,,,,,,,,,,,12,1043750,1043750,10438,,,,
,,,,,,,,,,242500,242500,1800,1000000,1000000,4850,1040,61,1,,,,,,,,,,,,,13,1058750,1058750,10588,,,,
,,,,,,,,,,305000,305000,2100,1075000,1075000,5225,1040,61,1,,,,,,,,,,,,,14,1066250,1066250,10663,,,,
,,,,,,,,,,325000,325000,2300,1125000,1125000,5425,1040,61,1,,,,,,,,,,,,,15,1076250,1076250,10763,,,,
,,,,,,,,,,340000,340000,2450,1162500,1162500,5575,1040,61,1,,,,,,,,,,,,,16,1080000,1080000,10800,,,,
,,,,,,,,,,360000,360000,2600,1200000,1200000,5750,1040,61,1,,,,,,,,,,,,,17,1087500,1087500,10875,,,,
,,,,,,,,,,370000,370000,2700,1210000,1210000,5800,1040,61,1,,,,,,,,,,,,,18,1090000,1090000,10900,,,,
dragon1,TID_LEAGUE_TIER_10_RANK_1,TID_LEAGUE_TIER_10_RANK_1_SHORT,TID_LEAGUE_TIER_10,sc/ui.sc,icon_2025_league_dragon1_rank1,icon_2025_league_dragon1,icon_2025_league_dragon1_level,icon_2025_league_small_dragon1_level,1,,,,,,,,,,40,100,200,10000,15,15,TRUE,TRUE,1,100,300,200,,,,,24,,0,3750
,,,,,,,,,,183000,183000,1363,705000,705000,3400,0,0,0,,,,,,,,,,,,,7,695000,695000,5950,,,,
,,,,,,,,,,183500,183500,1388,730000,730000,3500,1050,62,1,,,,,,,,,,,,,8,745000,745000,6450,,,,
,,,,,,,,,,184000,184000,1413,755000,755000,3625,1050,62,1,,,,,,,,,,,,,9,795000,795000,7450,,,,
,,,,,,,,,,187500,187500,1463,805000,805000,3875,1050,62,1,,,,,,,,,,,,,10,895000,895000,8950,,,,
,,,,,,,,,,192500,192500,1513,855000,855000,4125,1050,62,1,,,,,,,,,,,,,11,970000,970000,9700,,,,
,,,,,,,,,,207500,207500,1663,930000,930000,4500,1050,62,1,,,,,,,,,,,,,12,1045000,1045000,10450,,,,
,,,,,,,,,,245000,245000,1813,1005000,1005000,4875,1050,62,1,,,,,,,,,,,,,13,1060000,1060000,10600,,,,
,,,,,,,,,,307500,307500,2113,1080000,1080000,5250,1050,62,1,,,,,,,,,,,,,14,1067500,1067500,10675,,,,
,,,,,,,,,,327500,327500,2313,1130000,1130000,5450,1050,62,1,,,,,,,,,,,,,15,1077500,1077500,10775,,,,
,,,,,,,,,,342500,342500,2463,1167500,1167500,5600,1050,62,1,,,,,,,,,,,,,16,1081250,1081250,10813,,,,
,,,,,,,,,,365000,365000,2625,1210000,1210000,5800,1050,62,1,,,,,,,,,,,,,17,1090000,1090000,10900,,,,
,,,,,,,,,,375000,375000,2725,1220000,1220000,5850,1050,62,1,,,,,,,,,,,,,18,1092500,1092500,10925,,,,
superdragon3,TID_LEAGUE_TIER_11_RANK_3,TID_LEAGUE_TIER_11_RANK_3_SHORT,TID_LEAGUE_TIER_11,sc/ui.sc,icon_2025_league_dragon2_rank3,icon_2025_league_dragon2,icon_2025_league_dragon2_level,icon_2025_league_small_dragon2_level,3,,,,,,,,,,50,100,200,10000,15,15,TRUE,TRUE,1,100,300,200,,,,,30,,0,4000
,,,,,,,,,,185500,185500,1375,710000,710000,3425,0,0,0,,,,,,,,,,,,,7,696250,696250,5963,,,,
,,,,,,,,,,186000,186000,1400,735000,735000,3525,1060,62,2,,,,,,,,,,,,,8,746250,746250,6463,,,,
,,,,,,,,,,186500,186500,1425,760000,760000,3650,1060,62,2,,,,,,,,,,,,,9,796250,796250,7463,,,,
,,,,,,,,,,190000,190000,1475,810000,810000,3900,1060,62,2,,,,,,,,,,,,,10,896250,896250,8963,,,,
,,,,,,,,,,195000,195000,1525,860000,860000,4150,1060,62,2,,,,,,,,,,,,,11,971250,971250,9713,,,,
,,,,,,,,,,210000,210000,1675,935000,935000,4525,1060,62,2,,,,,,,,,,,,,12,1046250,1046250,10463,,,,
,,,,,,,,,,247500,247500,1825,1010000,1010000,4900,1060,62,2,,,,,,,,,,,,,13,1061250,1061250,10613,,,,
,,,,,,,,,,310000,310000,2125,1085000,1085000,5275,1060,62,2,,,,,,,,,,,,,14,1068750,1068750,10688,,,,
,,,,,,,,,,330000,330000,2325,1135000,1135000,5475,1060,62,2,,,,,,,,,,,,,15,1078750,1078750,10788,,,,
,,,,,,,,,,345000,345000,2475,1172500,1172500,5625,1060,62,2,,,,,,,,,,,,,16,1082500,1082500,10825,,,,
,,,,,,,,,,370000,370000,2650,1220000,1220000,5850,1060,62,2,,,,,,,,,,,,,17,1092500,1092500,10925,,,,
,,,,,,,,,,380000,380000,2750,1230000,1230000,5900,1060,62,2,,,,,,,,,,,,,18,1095000,1095000,10950,,,,
superdragon2,TID_LEAGUE_TIER_11_RANK_2,TID_LEAGUE_TIER_11_RANK_2_SHORT,TID_LEAGUE_TIER_11,sc/ui.sc,icon_2025_league_dragon2_rank2,icon_2025_league_dragon2,icon_2025_league_dragon2_level,icon_2025_league_small_dragon2_level,2,,,,,,,,,,50,100,200,10000,10,10,TRUE,TRUE,1,100,300,200,,,,,30,Minus Three,0,4250
,,,,,,,,,,188000,188000,1388,715000,715000,3450,0,0,0,,,,,,,,,,,,,7,697500,697500,5975,,,,
,,,,,,,,,,188500,188500,1413,740000,740000,3550,1070,63,2,,,,,,,,,,,,,8,747500,747500,6475,,,,
,,,,,,,,,,189000,189000,1438,765000,765000,3675,1070,63,2,,,,,,,,,,,,,9,797500,797500,7475,,,,
,,,,,,,,,,192500,192500,1488,815000,815000,3925,1070,63,2,,,,,,,,,,,,,10,897500,897500,8975,,,,
,,,,,,,,,,197500,197500,1538,865000,865000,4175,1070,63,2,,,,,,,,,,,,,11,972500,972500,9725,,,,
,,,,,,,,,,212500,212500,1688,940000,940000,4550,1070,63,2,,,,,,,,,,,,,12,1047500,1047500,10475,,,,
,,,,,,,,,,250000,250000,1838,1015000,1015000,4925,1070,63,2,,,,,,,,,,,,,13,1062500,1062500,10625,,,,
,,,,,,,,,,312500,312500,2138,1090000,1090000,5300,1070,63,2,,,,,,,,,,,,,14,1070000,1070000,10700,,,,
,,,,,,,,,,332500,332500,2338,1140000,1140000,5500,1070,63,2,,,,,,,,,,,,,15,1080000,1080000,10800,,,,
,,,,,,,,,,347500,347500,2488,1177500,1177500,5650,1070,63,2,,,,,,,,,,,,,16,1083750,1083750,10838,,,,
,,,,,,,,,,375000,375000,2675,1230000,1230000,5900,1070,63,2,,,,,,,,,,,,,17,1095000,1095000,10950,,,,
,,,,,,,,,,385000,385000,2775,1240000,1240000,5950,1070,63,2,,,,,,,,,,,,,18,1097500,1097500,10975,,,,
superdragon1,TID_LEAGUE_TIER_11_RANK_1,TID_LEAGUE_TIER_11_RANK_1_SHORT,TID_LEAGUE_TIER_11,sc/ui.sc,icon_2025_league_dragon2_rank1,icon_2025_league_dragon2,icon_2025_league_dragon2_level,icon_2025_league_small_dragon2_level,1,,,,,,,,,,50,100,200,10000,10,10,TRUE,TRUE,1,100,300,200,,,,,30,Minus Two,0,4500
,,,,,,,,,,190500,190500,1400,720000,720000,3475,0,0,0,,,,,,,,,,,,,7,698750,698750,5988,,,,
,,,,,,,,,,191000,191000,1425,745000,745000,3575,1080,64,2,,,,,,,,,,,,,8,748750,748750,6488,,,,
,,,,,,,,,,191500,191500,1450,770000,770000,3700,1080,64,2,,,,,,,,,,,,,9,798750,798750,7488,,,,
,,,,,,,,,,195000,195000,1500,820000,820000,3950,1080,64,2,,,,,,,,,,,,,10,898750,898750,8988,,,,
,,,,,,,,,,200000,200000,1550,870000,870000,4200,1080,64,2,,,,,,,,,,,,,11,973750,973750,9738,,,,
,,,,,,,,,,215000,215000,1700,945000,945000,4575,1080,64,2,,,,,,,,,,,,,12,1048750,1048750,10488,,,,
,,,,,,,,,,252500,252500,1850,1020000,1020000,4950,1080,64,2,,,,,,,,,,,,,13,1063750,1063750,10638,,,,
,,,,,,,,,,315000,315000,2150,1095000,1095000,5325,1080,64,2,,,,,,,,,,,,,14,1071250,1071250,10713,,,,
,,,,,,,,,,335000,335000,2350,1145000,1145000,5525,1080,64,2,,,,,,,,,,,,,15,1081250,1081250,10813,,,,
,,,,,,,,,,350000,350000,2500,1182500,1182500,5675,1080,64,2,,,,,,,,,,,,,16,1085000,1085000,10850,,,,
,,,,,,,,,,380000,380000,2700,1240000,1240000,5950,1080,64,2,,,,,,,,,,,,,17,1097500,1097500,10975,,,,
,,,,,,,,,,390000,390000,2800,1250000,1250000,6000,1080,64,2,,,,,,,,,,,,,18,1100000,1100000,11000,,,,
Legendary,TID_LEAGUE_LEGENDARY,TID_LEAGUE_LEGENDARY_SHORT,TID_LEAGUE_LEGENDARY_SHORT,sc/ui.sc,icon_2025_league_dragon3,icon_2025_league_dragon3,icon_2025_league_dragon3_num,icon_2025_league_dragon3_num,1,,,,,,,,,,0,1500,0,0,,,TRUE,FALSE,1,100,300,200,,,,,8,Minus One,5000,5000
,,,,,,,,,,200500,200500,1450,725000,725000,3500,0,0,0,,,,,,,,,,,,,7,700000,700000,6000,,,,
,,,,,,,,,,201000,201000,1475,750000,750000,3600,1100,65,2,,,,,,,,,,,,,8,750000,750000,6500,,,,
,,,,,,,,,,201500,201500,1500,775000,775000,3725,1100,65,2,,,,,,,,,,,,,9,800000,800000,7500,,,,
,,,,,,,,,,205000,205000,1550,825000,825000,3975,1100,65,2,,,,,,,,,,,,,10,900000,900000,9000,,,,
,,,,,,,,,,210000,210000,1600,875000,875000,4225,1100,65,2,,,,,,,,,,,,,11,975000,975000,9750,,,,
,,,,,,,,,,225000,225000,1750,950000,950000,4600,1100,65,2,,,,,,,,,,,,,12,1050000,1050000,10500,,,,
,,,,,,,,,,262500,262500,1900,1025000,1025000,4975,1100,65,2,,,,,,,,,,,,,13,1065000,1065000,10650,,,,
,,,,,,,,,,325000,325000,2200,1100000,1100000,5350,1100,65,2,,,,,,,,,,,,,14,1072500,1072500,10725,,,,
,,,,,,,,,,345000,345000,2400,1150000,1150000,5550,1100,65,2,,,,,,,,,,,,,15,1082500,1082500,10825,,,,
,,,,,,,,,,360000,360000,2550,1187500,1187500,5700,1100,65,2,,,,,,,,,,,,,16,1086250,1086250,10863,,,,
,,,,,,,,,,400000,400000,2800,1250000,1250000,6000,1100,65,2,,,,,,,,,,,,,17,1100000,1100000,11000,,,,
,,,,,,,,,,410000,410000,2900,1260000,1260000,6050,1100,65,2,,,,,,,,,,,,,18,1102500,1102500,11025,,,,
