Name,Character,IsDefaultSkin,EnabledByCalendar,TID,Icon,Geometry,Texture,NormalMap,MaterialMap,EmissionMap,SWF,SWFTextureExportName,Animation,AltAnimation,CameraDistance,ViewportWidth,ViewportHeight,CelebrateSfx,CelebrateSfxVolume,DeployEffect,AttackEffect,AttackEffect2,AttackEffectAlt,AttackEffect2Alt,HitEffect,DieEffect,AbilityTriggerEffect,AbilityEffect,AbilityActivationEffect,AbilityHitEffect,SkinChangeEffect,ParticleEffect3D,AbilityEffect3D,GunBone,ShadowBone,ProjectileVis,RageProjectileVis,AbilityProjectileVis,SpawnedTroopAnimation,Environment,EnvironmentMenu,EnvironmentWardrobe,MakeCreator,ShadowScale,Tier,ThemeIcon,ThemeTID,ThemeYear,FeatureCustomModel,FeatureCustomTextures,FeatureCustomAnimations,FeatureCustomEffects,FeatureCustomSounds,FeatureCustomVoiceovers,FeatureCustomUnits,FeatureExtraAnimations,FeatureExtraEffects,FeatureExtraSounds,ShadowSWF,ShadowExportName,ShadowAlpha,OutlineSize,PortraitCameraPosition,PortraitCameraLookAt,PortraitCameraFov,PortraitCameraDefaultModelRotation,UseMenuPoseInPortrait,BloomStrength,BloomThreshold
MinerQueen,Archer Queen,FALSE,FALSE,TID_MINER_QUEEN,image/skin_icons/aq_miner_dl_opt.ktx,sc3d/archerqueen_miner_geo_dl_opt.glb,sc3d/archerqueen_miner_a_dl_opt.ktx,sc3d/archerqueen_miner_n_dl_opt.ktx,sc3d/archerqueen_miner_m_dl_opt.ktx,,,,ArcherQueenMinerSkin,,10000,225,225,,,Miner Queen Deploy,Miner Queen Attack,,,,Miner Queen Hit,Miner Queen Die,Miner Queen Ability Effect,,,,,,,bomb_s,hips_s,ArcherQueenMiner arrow,ArcherQueenMiner arrow rage,ArcherQueenMiner arrow,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
SummerQueen,Archer Queen,FALSE,FALSE,TID_SUMMER_QUEEN,image/skin_icons/aq_summer_dl_opt.ktx,sc3d/archerqueen_summer_geo_dl_opt.glb,sc3d/archerqueen_summer_a_dl_opt.ktx,sc3d/archerqueen_summer_n_dl_opt.ktx,sc3d/archerqueen_summer_m_dl_opt.ktx,,,,ArcherQueenSummerSkin,,10000,225,225,,,Summer Queen Deploy,Summer Queen Attack,,,,Summer Queen Hit,Summer Queen Die,Summer Queen Ability Effect,,,,,,,weaponArrow_s,hips_s,ArcherQueenSummer_arrow,ArcherQueenSummer arrow rage,ArcherQueenSummer_arrow,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
PixelQueen,Archer Queen,FALSE,FALSE,TID_PIXEL_QUEEN,image/skin_icons/aq_pixel_dl_opt.ktx,sc3d/archerqueen_pixel_geo_dl_opt.glb,sc3d/archerqueen_pixel_a_dl_opt.ktx,,sc3d/archerqueen_pixel_m_dl_opt.ktx,sc3d/archerqueen_pixel_a_dl_opt.ktx,,,ArcherQueenPixelSkin,,10000,225,225,,,Pixel Queen Deploy Effect,Pixel Queen Attack,,,,Pixel Queen Hit,Pixel Queen Die,Pixel Queen Ability Effect,,,,,,,R_weapon_01_s,hips_s,ArcherQueenPixel_arrow,ArcherQueenPixel arrow rage,ArcherQueenPixel_arrow,ArcherPixel,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;4800,0;1600;0,,,,20,100
SpookyQueen,Archer Queen,FALSE,FALSE,TID_SPOOKY_QUEEN,image/skin_icons/aq_spooky_dl_opt.ktx,sc3d/archerqueen_spooky_geo_dl_opt.glb,sc3d/archerqueen_spooky_a_dl_opt.ktx,sc3d/archerqueen_spooky_n_dl_opt.ktx,sc3d/archerqueen_spooky_m_dl_opt.ktx,,,,ArcherQueenSpookySkin,,10000,225,225,,,AQ_Spooky_Deploy,AQ_Spooky_Atk_Mute,,,,,AQ_Spooky_Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
TH15Queen,Archer Queen,FALSE,FALSE,TID_TH15_QUEEN,image/skin_icons/aq_magic_dl_opt.ktx,sc3d/archerqueen_th15_geo_dl_opt.glb,sc3d/archerqueen_th15_a_dl_opt.ktx,sc3d/archerqueen_th15_n_dl_opt.ktx,sc3d/archerqueen_th15_m_dl_opt.ktx,sc3d/archerqueen_th15_e_dl_opt.ktx,,,ArcherQueenTH15Skin,,10000,225,225,,,TH15 AQ Dep,ArcherQueen Attack,,,,,Archer Queen Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenTH15_arrow,ArcherQueenTH15 arrow rage,ArcherQueenTH15_arrow,ArcherMagic,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
JollyQueen,Archer Queen,FALSE,FALSE,TID_JOLLY_QUEEN,image/skin_icons/aq_jolly_dl_opt.ktx,sc3d/archerqueen_jolly_geo_dl_opt.glb,sc3d/archerqueen_jolly_a_dl_opt.ktx,sc3d/archerqueen_jolly_n_dl_opt.ktx,sc3d/archerqueen_jolly_m_dl_opt.ktx,,,,ArcherQueenJollySkin,,10000,225,225,,,Archer Queen Deploy,,,,,,Archer Queen Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenJolly_arrow,ArcherQueenJolly arrow rage,ArcherQueenJolly_arrow,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
DarkAgesQueen,Archer Queen,FALSE,FALSE,TID_DARKAGES_QUEEN,image/skin_icons/aq_darkages_dl_opt.ktx,sc3d/archerqueen_darkages_geo_dl_opt.glb,sc3d/archerqueen_darkages_a_dl_opt.ktx,sc3d/archerqueen_darkages_n_dl_opt.ktx,sc3d/archerqueen_darkages_m_dl_opt.ktx,,,,ArcherQueenDarkAgesSkin,,10000,225,225,,,Archer Queen Deploy,,,,,,Archer Queen Die,Queen Ability Effect,,,,,,,L_weapon_01_s,hips_s,ArcherQueenDarkAges_arrow,ArcherQueenDarkAges arrow rage,ArcherQueenDarkAges_arrow,ArcherDarkAges,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
JollyWarden,Grand Warden,FALSE,FALSE,TID_JOLLY_WARDEN,image/skin_icons/gw_jolly_dl_opt.ktx,sc3d/grandwarden_jolly_geo_dl_opt.glb,sc3d/grandwarden_jolly_a_dl_opt.ktx,sc3d/grandwarden_jolly_n_dl_opt.ktx,sc3d/grandwarden_jolly_m_dl_opt.ktx,,,,GrandWardenJollySkin,GrandWardenFlyJollySkin,10000,225,225,,,Jolly Warden Deploy,JollyWarden Attack,,JollyWarden Attack Air,,,Grand Warden Die,,,,,,,,staff_fx_jnt,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
WarriorWarden,Grand Warden,FALSE,FALSE,TID_WARRIOR_WARDEN,image/skin_icons/gw_warrior_dl_opt.ktx,sc3d/grandwarden_warrior_geo_dl_opt.glb,sc3d/grandwarden_warrior_a_dl_opt.ktx,sc3d/grandwarden_warrior_n_dl_opt.ktx,sc3d/grandwarden_warrior_m_dl_opt.ktx,,,,GrandWardenWarriorSkin,GrandWardenFlyWarriorSkin,10000,225,225,,,WarriorWarden Deploy,WarriorWarden Attack,,WarriorWarden Attack2,,,Grand Warden Die,,,,,,,,weaponj2_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
ShadowWarden,Grand Warden,FALSE,FALSE,TID_SHADOW_WARDEN,image/skin_icons/gw_shadow_dl_opt.ktx,sc3d/grandwarden_dark_geo_dl_opt.glb,sc3d/grandwarden_dark_a_dl_opt.ktx,sc3d/grandwarden_dark_n_dl_opt.ktx,sc3d/grandwarden_dark_m_dl_opt.ktx,sc3d/grandwarden_dark_e_dl_opt.ktx,,,GrandWardenShadowSkin,GrandWardenFlyShadowSkin,10000,225,225,,,Shadow Warden Deploy,Shadow Warden Attack,,Shadow Warden Attack Air,,Shadow Warden Hit,Shadow Warden Die,Shadow Warden Shield,,,,,,,staff_head_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
SummerWarden,Grand Warden,FALSE,FALSE,TID_SUMMER_WARDEN,image/skin_icons/gw_summer_dl_opt.ktx,sc3d/grandwarden_summer_geo_dl_opt.glb,sc3d/grandwarden_summer_a_dl_opt.ktx,sc3d/grandwarden_summer_n_dl_opt.ktx,sc3d/grandwarden_summer_m_dl_opt.ktx,,,,GrandWardenSummerSkin,GrandWardenFlySummerSkin,10000,225,225,,,Summer Warden Deploy,Summer Warden Attack,,Summer Warden Attack Air,,Summer Warden Hit,Summer Warden Die,Summer Warden Ability Effect,,,,,,,megaphone_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
PixelWarden,Grand Warden,FALSE,FALSE,TID_PIXEL_WARDEN,image/skin_icons/gw_pixel_dl_opt.ktx,sc3d/grandwarden_pixel_geo_dl_opt.glb,sc3d/grandwarden_pixel_a_dl_opt.ktx,,sc3d/grandwarden_pixel_m_dl_opt.ktx,sc3d/grandwarden_pixel_a_dl_opt.ktx,,,GrandWardenPixelSkin,GrandWardenFlyPixelSkin,10000,225,225,,,Pixel Warden Spawn Effect,Pixel Warden Attack,,Pixel Warden Attack Air,,Pixel Warden Hit,Pixel Warden Die,Pixel Warden Ability Effect,,,,,,,R_weapon_01_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;4800,0;1600;0,,,,20,100
ChampionWarden,Grand Warden,FALSE,FALSE,TID_CHAMP_WARDEN,image/skin_icons/gw_champion_dl_opt.ktx,sc3d/grandwarden_champ_geo_dl_opt.glb,sc3d/grandwarden_champ_a_dl_opt.ktx,sc3d/grandwarden_champ_n_dl_opt.ktx,sc3d/grandwarden_champ_m_dl_opt.ktx,sc3d/grandwarden_champ_e_dl_opt.ktx,,,GrandWardenChampSkin,GrandWardenFlyChampSkin,10000,225,225,,,GrandwardenChamp Spawn Effect Offset,Champion Warden Attack,,Champion Warden Attack Air,,Shadow Warden Hit,Shadow Warden Die,Shadow Warden Shield,,,,,,,bulb_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,image/theme_icons/champion_icon_dl_opt.ktx,TID_SKIN_THEME_WORLDS,2022,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
TH15Warden,Grand Warden,FALSE,FALSE,TID_TH15_WARDEN,image/skin_icons/gw_magic_dl_opt.ktx,sc3d/grandwarden_th15_geo_dl_opt.glb,sc3d/grandwarden_th15_a_dl_opt.ktx,sc3d/grandwarden_th15_n_dl_opt.ktx,sc3d/grandwarden_th15_m_dl_opt.ktx,sc3d/grandwarden_th15_e_dl_opt.ktx,,,GrandWardenTH15Skin,GrandWardenFlyTH15Skin,10000,225,225,,,GrandWardenTH15Skin_Deploy_SFX,GrandWardenTH15Skin_AtkMute,,GrandWardenTH15Skin_AtkMute_air,,Magic Warden Hit,GrandWardenTH15Skin_Die_SFX,Magic Warden Ability Effect,,,,,,,R_weapon_01_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
PainterWarden,Grand Warden,FALSE,FALSE,TID_PAINTER_WARDEN,image/skin_icons/gw_colorfest_dl_opt.ktx,sc3d/grandwarden_painter_geo_dl_opt.glb,sc3d/grandwarden_painter_a_dl_opt.ktx,sc3d/grandwarden_painter_n_dl_opt.ktx,sc3d/grandwarden_painter_m_dl_opt.ktx,,,,GrandWardenPainterSkin,GrandWardenFlyPainterSkin,10000,225,225,,,Painter Warden Spawn Effect,Painter Warden Attack,,Painter Warden Attack Air,,Shadow Warden Hit,Shadow Warden Die,Shadow Warden Shield,,,,,,,R_weapon_01_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
DarkAgesWarden,Grand Warden,FALSE,FALSE,TID_DARKAGES_WARDEN,image/skin_icons/gw_darkages_dl_opt.ktx,sc3d/grandwarden_darkages_geo_dl_opt.glb,sc3d/grandwarden_darkages_a_dl_opt.ktx,sc3d/grandwarden_darkages_n_dl_opt.ktx,sc3d/grandwarden_darkages_m_dl_opt.ktx,,,,GrandWardenDarkAgesSkin,GrandWardenFlyDarkAgesSkin,10000,225,225,,,GrandWardenDarkAges_Deploy,GrandWardenDarkAges_Attack,,GrandWardenDarkAges_Attack_Air,,Shadow Warden Hit,Grand Warden Die,,,,,,,,fx_mace_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
GhostWarden,Grand Warden,FALSE,FALSE,TID_GHOST_WARDEN,image/skin_icons/gw_ghost_dl_opt.ktx,sc3d/grandwarden_ghost_geo_dl_opt.glb,sc3d/grandwarden_ghost_a_dl_opt.ktx,sc3d/grandwarden_ghost_n_dl_opt.ktx,sc3d/grandwarden_ghost_m_dl_opt.ktx,sc3d/grandwarden_ghost_e_dl_opt.ktx,,,GrandWardenGhostSkin,GrandWardenFlyGhostSkin,10000,225,225,,,GrandWarden_Ghost_Deploy_SFX,GrandWarden Ghost Attack,,,,GrandWarden Ghost Hit,Grand Warden Die,,,,,,,,staff_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
GoblinWarden,Grand Warden,FALSE,FALSE,TID_GOBLIN_WARDEN,image/skin_icons/gw_goblin_dl_opt.ktx,sc3d/grandwarden_goblin_geo_dl_opt.glb,sc3d/grandwarden_goblin_a_dl_opt.ktx,sc3d/grandwarden_goblin_n_dl_opt.ktx,sc3d/grandwarden_goblin_m_dl_opt.ktx,,,,GrandWardenGoblinSkin,GrandWardenFlyGoblinSkin,10000,225,225,,,GrandWarden_Goblin_Deploy_SFX,GrandWarden Goblin Attack,,GrandWarden Goblin Attack Air,,Grand Warden Goblin Hit,Grand Warden Die,,,,,,,,Staff_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1600;4200,-100;1400;0,,,,20,100
LeagueWarden,Grand Warden,FALSE,FALSE,TID_LEAGUE_WARDEN,image/skin_icons/gw_league_dl_opt.ktx,sc3d/grandwarden_league_geo_dl_opt.glb,sc3d/grandwarden_league_a_dl_opt.ktx,sc3d/grandwarden_league_n_dl_opt.ktx,sc3d/grandwarden_league_m_dl_opt.ktx,sc3d/grandwarden_league_e_dl_opt.ktx,,,GrandWardenLeagueSkin,GrandWardenFlyLeagueSkin,10000,225,225,,,GrandWarden League 2023 Deploy,GrandWarden League 2023 Attack,,GrandWarden League 2023 Attack Air,,GrandWarden League 2023 Hit,Grand Warden Die,,,,,,grandwarden_league_staff_glow,,fx_staff_jewel_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,0,0;1600;3800,0;1700;0,,,,20,100
PetLassiDefault,Barky,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/lassi_default_geo.glb,sc3d/lassi_01_a.ktx,sc3d/lassi_01_n.ktx,sc3d/lassi_01_m.ktx,sc3d/lassi_01_e.ktx,,,PetLassiDefault,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,105,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
PetYakDefault,Bulldozer,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/yak_default_geo.glb,sc3d/yak_default_a.ktx,sc3d/yak_default_n.ktx,sc3d/yak_default_m.ktx,,,,PetYakDefault,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,130,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
PetEowlDefault,Electrowl,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/electro_owl_default_geo.glb,sc3d/electro_owl_default_a.ktx,sc3d/electro_owl_default_n.ktx,sc3d/electro_owl_default_m.ktx,sc3d/electro_owl_default_e.ktx,,,PetEowlDefault,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,82,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
PetUnicornDefault,Unipony,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/unicorn_default_geo.glb,sc3d/unicorn_default_a.ktx,sc3d/unicorn_default_n.ktx,sc3d/unicorn_default_m.ktx,sc3d/unicorn_default_e.ktx,,,PetUnicornDefault,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,95,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
CapitalFlyingFortressDefault,Flying Fortress,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/flyingfortress_geo.glb,sc3d/flyingfortress_default_01_a.ktx,sc3d/flyingfortress_default_01_n.ktx,sc3d/flyingfortress_default_01_m.ktx,,,,CapitalFlyingFortress,,9333,225,225,,,,,,,,,,,,,,,flying_fortress_smoke,,cannonEmitter_jnt,,,,,,Default,DefaultMenu,DefaultWardrobe,,130,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
CapitalMountainGolemDefault,Mountain Golem,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/megagolem_geo.glb,sc3d/megagolem_default_01_a.ktx,sc3d/megagolem_default_01_n.ktx,sc3d/megagolem_default_01_m.ktx,sc3d/megagolem_default_01_e.ktx,,,CapitalMountainGolem,,38667,225,225,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,250,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
TH15King,Barbarian King,FALSE,FALSE,TID_TH15_KING,image/skin_icons/bk_magic_dl_opt.ktx,sc3d/barbking_th15_geo_dl_opt.glb,sc3d/barbking_th15_a_dl_opt.ktx,sc3d/barbking_th15_n_dl_opt.ktx,sc3d/barbking_th15_m_dl_opt.ktx,sc3d/barbking_th15_e_dl_opt.ktx,,,BarbarianKingTH15Skin,,10000,225,225,,,TH15 BK Dep,,,,,,Barbarian King Die,King Ability Effect,,,,,,,,hips_s,,,,BarbarianMagic,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;1800;0,,,,20,100
DarkAgesKing,Barbarian King,FALSE,FALSE,TID_DARKAGES_KING,image/skin_icons/bk_darkages_dl_opt.ktx,sc3d/barbking_darkages_geo_dl_opt.glb,sc3d/barbking_darkages_a_dl_opt.ktx,sc3d/barbking_darkages_n_dl_opt.ktx,sc3d/barbking_darkages_m_dl_opt.ktx,,,,BarbarianKingDarkAgesSkin,,10000,225,225,,,BarbKingDarkAges_Deploy_SFX,,,,,,Barbarian King Die,King Ability Effect,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;4300,0;1800;0,,,,20,100
PainterKing,Barbarian King,FALSE,FALSE,TID_PAINTER_KING,image/skin_icons/bk_colorfest_dl_opt.ktx,sc3d/barbking_painter_geo_dl_opt.glb,sc3d/barbking_painter_a_dl_opt.ktx,sc3d/barbking_painter_n_dl_opt.ktx,sc3d/barbking_painter_m_dl_opt.ktx,,,,BarbarianKingPainterSkin,,10000,225,225,,,Painter King Spawn Effect,,,,,,Barbarian King Die,King Ability Effect,,,,,,,,,,,,BarbarianPainter,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;1800;0,,,,20,100
BeastKing,Barbarian King,FALSE,FALSE,TID_BEAST_KING,image/skin_icons/bk_beast_dl_opt.ktx,sc3d/barbking_beast_geo_dl_opt.glb,sc3d/barbking_beast_a_dl_opt.ktx,sc3d/barbking_beast_n_dl_opt.ktx,sc3d/barbking_beast_m_dl_opt.ktx,,,,BarbarianKingBeastSkin,,10000,225,225,,,BarbKing_Beast_Deploy_SFX,,,,,BarbKing_Beast_Atk_Hit_SFX,Barbarian Beast King Die,BarbKing_Beast_Ability_SFX,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;4000,0;1500;0,,,,20,100
LeagueKing,Barbarian King,FALSE,FALSE,TID_LEAGUE_KING,image/skin_icons/bk_league_dl_opt.ktx,sc3d/barbking_league_geo_dl_opt.glb,sc3d/barbking_league_a_dl_opt.ktx,sc3d/barbking_league_n_dl_opt.ktx,sc3d/barbking_league_m_dl_opt.ktx,,,,BarbarianKingLeagueSkin,,10000,225,225,,,Barbarian King Deploy,Barbarian King Attack,,,,,Barbarian King Die,King Ability Effect,,,,,,,,hips_s,,,,BarbarianLeague,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;2000;0,,,,20,100
GoblinKing,Barbarian King,FALSE,FALSE,TID_GOBLIN_KING,image/skin_icons/bk_goblin_dl_opt.ktx,sc3d/barbking_goblin_geo_dl_opt.glb,sc3d/barbking_goblin_a_dl_opt.ktx,sc3d/barbking_goblin_n_dl_opt.ktx,sc3d/barbking_goblin_m_dl_opt.ktx,,,,BarbarianKingGoblinSkin,,10000,225,225,,,BarbKingGoblin_Deploy_SFX,,,,,,Barbarian King Die,King Ability Effect,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;1600;0,,,,20,100
ClashiversaryKing,Barbarian King,FALSE,FALSE,TID_CLASHIVERSARY_KING,image/skin_icons/bk_clashiversary_dl_opt.ktx,sc3d/barbking_clashiversary_geo_dl_opt.glb,sc3d/barbking_clashiversary_a_dl_opt.ktx,sc3d/barbking_clashiversary_n_dl_opt.ktx,sc3d/barbking_clashiversary_m_dl_opt.ktx,,,,BarbarianKingClashiversarySkin,,10000,225,225,,,BarbKing_CV23_Deploy_SFX,,,,,,Barbarian King Die,King Ability Effect,,,,,,,,hips_s,,,,BarbarianAnniversary23,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1700;4500,0;1500;0,,,,20,100
GingerbreadKing,Barbarian King,FALSE,FALSE,TID_GINGERBREAD_KING,image/skin_icons/bk_cookie_dl_opt.ktx,sc3d/barbking_gingerbread_geo_dl_opt.glb,sc3d/barbking_gingerbread_a_dl_opt.ktx,sc3d/barbking_gingerbread_n_dl_opt.ktx,sc3d/barbking_gingerbread_m_dl_opt.ktx,,,,BarbarianKingGingerbreadSkin,,10000,225,225,,,BarbKing_Gingerbread_Deploy_SFX,,,,,bk_ginger_hit,BarbKing_Gingerbread_Die_SFX,King Ability Effect,,,,,,,,hips_s,,,,BarbarianGingerbread,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1700;4000,0;1800;0,,,,20,100
GhostKing,Barbarian King,FALSE,FALSE,TID_GHOST_KING,image/skin_icons/bk_ghost_dl_opt.ktx,sc3d/barbking_ghost_geo_dl_opt.glb,sc3d/barbking_ghost_a_dl_opt.ktx,sc3d/barbking_ghost_n_dl_opt.ktx,sc3d/barbking_ghost_m_dl_opt.ktx,sc3d/barbking_ghost_e_dl_opt.ktx,,,BarbarianKingGhostSkin,,10000,225,225,,,BarbKing_Ghost_Deploy_SFX,Barbarian King Attack,,,,RoyalChampion_Ghost_Hit,BarbKing_Ghost_Die_SFX,King Ability Effect,,,,,,,,hips_s,,,,BarbarianGhost,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,0,0;1700;4300,0;1800;0,,,,20,100
