Barbarian,,,,,,,,,,,,,,,,,,
,attack,TRUE,,2,brokenCannon_lvl1_attack1,FALSE,19,90,sc/characters.sc,,,,,,,,,
,walk,TRUE,,,brokenCannon_lvl1_run1,TRUE,19,90,sc/characters.sc,,,,,,,,,
,die,FALSE,,,temp_dummya4,FALSE,,,sc/characters.sc,,,,,,,,,
BrokenCannon_lvl2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,String,,,,,,,,,
,idle,TRUE,,,brokenCannon_lvl2_idle1,TRUE,19,93,sc/characters.sc,,,,,,,,,
,attack,TRUE,,2,brokenCannon_lvl2_attack1,FALSE,19,93,sc/characters.sc,,,,,,,,,
,walk,TRUE,,,brokenCannon_lvl2_run1,TRUE,19,93,sc/characters.sc,,,,,,,,,
,die,FALSE,,,temp_dummya4,FALSE,,,sc/characters.sc,,,,,,,,,
BrokenCannon_lvl3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,String,,,,,,,,,
,idle,TRUE,,,brokenCannon_lvl3_idle1,TRUE,19,93,sc/characters.sc,,,,,,,,,
,attack,TRUE,,2,brokenCannon_lvl3_attack1,FALSE,19,93,sc/characters.sc,,,,,,,,,
,walk,TRUE,,,brokenCannon_lvl3_run1,TRUE,19,93,sc/characters.sc,,,,,,,,,
,die,FALSE,,,temp_dummya4,FALSE,,,sc/characters.sc,,,,,,,,,
BrokenCannon_lvl4,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,String,,,,,,,,,
,idle,TRUE,,,brokenCannon_lvl4_idle1,TRUE,19,93,sc/characters.sc,,,,,,,,,
,attack,TRUE,,2,brokenCannon_lvl4_attack1,FALSE,19,93,sc/characters.sc,,,,,,,,,
,walk,TRUE,,,brokenCannon_lvl4_run1,TRUE,19,93,sc/characters.sc,,,,,,,,,
,die,FALSE,,,temp_dummya4,FALSE,,,sc/characters.sc,,,,,,,,,
BrokenCannon_lvl5,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,String,,,,,,,,,
,idle,TRUE,,,brokenCannon_lvl5_idle1,TRUE,19,93,sc/characters.sc,,,,,,,,,
,attack,TRUE,,2,brokenCannon_lvl5_attack1,FALSE,19,93,sc/characters.sc,,,,,,,,,
,walk,TRUE,,,brokenCannon_lvl5_run1,TRUE,19,93,sc/characters.sc,,,,,,,,,
,die,FALSE,,,temp_dummya4,FALSE,,,sc/characters.sc,,,,,,,,,
MasterBuilder,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,master_builder_walk1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,idle,TRUE,1,,master_builder_idle2,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,,TRUE,1,,master_builder_idle2,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,,TRUE,1,,master_builder_idle2,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,busy,TRUE,1,10,master_builder_build1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,,TRUE,1,10,master_builder_build2,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,work1,FALSE,1,,masterbuilder_heroUpgrade1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,work2,TRUE,1,10,master_builder_build1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,,TRUE,1,10,master_builder_build2,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,celebrate,TRUE,1,,master_builder_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Arto_lvl1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,arto_lvl1_run1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,idle,TRUE,1,,arto_lvl1_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,busy,TRUE,1,,arto_lvl1_build1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,work1,FALSE,1,11,arto_heroUpgrade1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,work2,TRUE,1,8,arto_lvl1_maintain1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,celebrate,TRUE,1,,arto_lvl1_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
Warmachine_lvl1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,warmachine_run1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,idle,TRUE,,,warmachine_idle1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,sleep,FALSE,,,warmachine_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,upgrade,FALSE,,,warmachine_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,attack,TRUE,,17,warmachine_attack1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,celebrate,FALSE,,,warmachine_idle1_3,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,activate,TRUE,,,warmachine_activate1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,die,FALSE,,,warmachine_die,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
Warmachine_lvl1_activated,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,warmachine_activated_run1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,idle,TRUE,,,warmachine_activated_idle1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,sleep,FALSE,,,warmachine_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,upgrade,FALSE,,,warmachine_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,attack,TRUE,,17,warmachine_activated_attack1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,celebrate,FALSE,,,warmachine_activated_idle1_3,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,die,FALSE,,,warmachine_die,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
Warmachine_lvl2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,warmachine2_run1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,idle,TRUE,,,warmachine2_idle1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,sleep,FALSE,,,warmachine2_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,upgrade,FALSE,,,warmachine2_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,attack,TRUE,,17,warmachine2_attack1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,celebrate,FALSE,,,warmachine2_idle1_3,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,activate,TRUE,,,warmachine2_activate1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,die,FALSE,,,warmachine_die,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
Warmachine_lvl2_activated,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,warmachine2_activated_run1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,idle,TRUE,,,warmachine2_activated_idle1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,sleep,FALSE,,,warmachine2_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,upgrade,FALSE,,,warmachine2_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,attack,TRUE,,17,warmachine2_activated_attack1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,celebrate,FALSE,,,warmachine2_activated_idle1_3,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,die,FALSE,,,warmachine_die,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
Warmachine_lvl3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,warmachine3_run1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,idle,TRUE,,,warmachine3_idle1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,sleep,FALSE,,,warmachine3_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,upgrade,FALSE,,,warmachine3_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,attack,TRUE,,17,warmachine3_attack1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,celebrate,FALSE,,,warmachine3_idle1_3,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,activate,TRUE,,,warmachine3_activate1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,die,FALSE,,,warmachine_die,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
Warmachine_lvl3_activated,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,warmachine3_activated_run1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,idle,TRUE,,,warmachine3_activated_idle1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,sleep,FALSE,,,warmachine3_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,upgrade,FALSE,,,warmachine3_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,attack,TRUE,,17,warmachine3_activated_attack1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,celebrate,FALSE,,,warmachine3_activated_idle1_3,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,die,FALSE,,,warmachine_die,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
Warmachine_lvl4,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,warmachine4_run1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,idle,TRUE,,,warmachine4_idle1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,sleep,FALSE,,,warmachine4_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,upgrade,FALSE,,,warmachine4_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,attack,TRUE,,17,warmachine4_attack1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,celebrate,FALSE,,,warmachine4_idle1_3,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,activate,TRUE,,,warmachine4_activate1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,die,FALSE,,,warmachine_die,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
Warmachine_lvl4_activated,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,warmachine4_activated_run1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,idle,TRUE,,,warmachine4_activated_idle1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,sleep,FALSE,,,warmachine4_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,upgrade,FALSE,,,warmachine4_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,attack,TRUE,,17,warmachine4_activated_attack1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,celebrate,FALSE,,,warmachine4_activated_idle1_3,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,die,FALSE,,,warmachine_die,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
Warmachine_lvl5,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,warmachine5_run1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,idle,TRUE,,,warmachine5_idle1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,sleep,FALSE,,,warmachine5_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,upgrade,FALSE,,,warmachine5_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,attack,TRUE,,17,warmachine5_attack1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,celebrate,FALSE,,,warmachine5_idle1_3,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,activate,TRUE,,,warmachine5_activate1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,die,FALSE,,,warmachine_die_lvl5,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
Warmachine_lvl5_activated,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,SWF,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,String,,,,,,,,,
,walk,TRUE,,,warmachine5_activated_run1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,idle,TRUE,,,warmachine5_activated_idle1,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,sleep,FALSE,,,warmachine5_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,upgrade,FALSE,,,warmachine5_sleep,TRUE,TRUE,115,sc/characters.sc,,,,,,,,,
,attack,TRUE,,17,warmachine5_activated_attack1,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,celebrate,FALSE,,,warmachine5_activated_idle1_3,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
,die,FALSE,,,warmachine_die_lvl5,FALSE,TRUE,115,sc/characters.sc,,,,,,,,,
Balloon Skeleton,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,skele_warrior1_run1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,1,,skele_warrior1_idle1,TRUE,TRUE,,,,,,,,,,,
,attack,TRUE,,8,skele_warrior1_attack1,FALSE,TRUE,,,,,,,,,,,
,die,FALSE,,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
,spawn,FALSE,,,skele_balloon_spawn1_3,FALSE,TRUE,,,,,,,,,,,
Villager2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,,,,,,,,,,,
,walk,TRUE,,,villagergirl_walk1,TRUE,TRUE,,,,,,,,,,,
,idle,TRUE,1,,villagergirl_sleep1,FALSE,TRUE,,,,,,,,,,,
,,TRUE,1,,villagergirl_idle2,TRUE,TRUE,,,,,,,,,,,
,busy,TRUE,1,10,villagergirl_idle1,FALSE,TRUE,,,,,,,,,,,
,,TRUE,1,10,villagergirl_idle2,FALSE,TRUE,,,,,,,,,,,
,celebrate,TRUE,5,,villagergirl_cheer1,TRUE,TRUE,,,,,,,,,,,
,,TRUE,2,,villagergirl_sleep1,TRUE,TRUE,,,,,,,,,,,
,,TRUE,1,,villagergirl_sleep1,TRUE,TRUE,,,,,,,,,,,
,die,FALSE,1,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
DarkWitch_lvl1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,darkWitch_lvl1_run1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,idle,TRUE,,,darkWitch_lvl1_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,attack,TRUE,,9,darkWitch_lvl1_attack1,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
,celebrate,TRUE,,,darkWitch_lvl1_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,die,FALSE,,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
,attack2,TRUE,,22,darkWitch_lvl1_summon,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
DarkWitch_lvl2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,darkWitch_lvl2_run1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,idle,TRUE,,,darkWitch_lvl2_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,attack,TRUE,,9,darkWitch_lvl2_attack1,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
,celebrate,TRUE,,,darkWitch_lvl2_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,die,FALSE,,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
,attack2,TRUE,,22,darkWitch_lvl2_summon,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
DarkWitch_lvl3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,darkWitch_lvl3_run1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,idle,TRUE,,,darkWitch_lvl3_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,attack,TRUE,,9,darkWitch_lvl3_attack1,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
,celebrate,TRUE,,,darkWitch_lvl3_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,die,FALSE,,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
,attack2,TRUE,,22,darkWitch_lvl3_summon,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
DarkWitch_lvl4,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,darkWitch_lvl4_run1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,idle,TRUE,,,darkWitch_lvl4_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,attack,TRUE,,9,darkWitch_lvl4_attack1,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
,celebrate,TRUE,,,darkWitch_lvl4_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,die,FALSE,,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
,attack2,TRUE,,22,darkWitch_lvl4_summon,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
DarkWitch_lvl5,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,SWF,,,,,,,,,,
,String,boolean,int,int,String,boolean,boolean,String,,,,,,,,,,
,walk,TRUE,,,darkWitch_lvl5_run1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,idle,TRUE,,,darkWitch_lvl5_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,attack,TRUE,,9,darkWitch_lvl5_attack1,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
,celebrate,TRUE,,,darkWitch_lvl5_idle1,TRUE,TRUE,sc/characters.sc,,,,,,,,,,
,die,FALSE,,,barbarian_death_1,FALSE,TRUE,,,,,,,,,,,
,attack2,TRUE,,22,darkWitch_lvl5_summon,FALSE,TRUE,sc/characters.sc,,,,,,,,,,
Bat_lvl1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,Scale,ColorMulR,ColorMulG,ColorMulB,SWF,,,,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,String,,,,,,
,walk,TRUE,,,bat_lvl1_run1,TRUE,TRUE,110,200,200,200,sc/characters_air.sc,,,,,,
,idle,TRUE,1,,bat_lvl1_idle1,TRUE,TRUE,110,200,200,200,sc/characters_air.sc,,,,,,
,attack,TRUE,1,6,bat_lvl1_attack1,FALSE,TRUE,110,200,200,200,sc/characters_air.sc,,,,,,
,celebrate,TRUE,,,bat_lvl1_idle1,FALSE,TRUE,110,200,200,200,sc/characters_air.sc,,,,,,
,die,FALSE,1,,bat_lvl1_die1_1,FALSE,TRUE,,,,,sc/characters_air.sc,,,,,,
,spawn,TRUE,,,bat_lvl1_idle1,FALSE,TRUE,110,200,200,200,sc/characters_air.sc,,,,,,
SiegeMachine_Ram_lvl1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,DepthBias,SyncChildAnimations,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,int,boolean,,,,,,,,
,walk,TRUE,,,Siege_Machine_Ram1_run1,TRUE,9,90,150,,,,,,,,,
,idle,TRUE,,,Siege_Machine_Ram1_idle1,FALSE,9,90,150,,,,,,,,,
,attack,TRUE,,21,Siege_Machine_Ram1_attack1,FALSE,9,90,150,TRUE,,,,,,,,
,die,FALSE,,,Siege_Machine_Ram1_die1_1,FALSE,1,,150,,,,,,,,,
,celebrate,TRUE,,,Siege_Machine_Ram1_idle1,FALSE,9,90,150,,,,,,,,,
,parked,FALSE,1,,Siege_Machine_Ram1_idle1_3,FALSE,1,70,100,,,,,,,,,
,,FALSE,1,,Siege_Machine_Ram1_idle1_7,FALSE,1,70,,,,,,,,,,
,,FALSE,1,,Siege_Machine_Ram1_idle1_7,FALSE,1,70,,,,,,,,,,
SiegeMachine_Ram_lvl2,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,DepthBias,SyncChildAnimations,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,int,boolean,,,,,,,,
,walk,TRUE,,,Siege_Machine_Ram2_run1,TRUE,9,95,150,,,,,,,,,
,idle,TRUE,,,Siege_Machine_Ram2_idle1,FALSE,9,95,150,,,,,,,,,
,attack,TRUE,,21,Siege_Machine_Ram2_attack1,FALSE,9,95,150,TRUE,,,,,,,,
,die,FALSE,,,Siege_Machine_Ram1_die1_1,FALSE,1,,150,,,,,,,,,
,celebrate,TRUE,,,Siege_Machine_Ram2_idle1,FALSE,9,95,150,,,,,,,,,
,parked,FALSE,1,,Siege_Machine_Ram2_idle1_3,FALSE,1,70,100,,,,,,,,,
,,FALSE,1,,Siege_Machine_Ram2_idle1_7,FALSE,1,70,,,,,,,,,,
,,FALSE,1,,Siege_Machine_Ram2_idle1_7,FALSE,1,70,,,,,,,,,,
SiegeMachine_Ram_lvl3,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,DepthBias,SyncChildAnimations,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,int,boolean,,,,,,,,
,walk,TRUE,,,Siege_Machine_Ram3_run1,TRUE,9,100,150,,,,,,,,,
,idle,TRUE,,,Siege_Machine_Ram3_idle1,FALSE,9,100,150,,,,,,,,,
,attack,TRUE,,21,Siege_Machine_Ram3_attack1,FALSE,9,100,150,TRUE,,,,,,,,
,die,FALSE,,,Siege_Machine_Ram1_die1_1,FALSE,1,,150,,,,,,,,,
,celebrate,TRUE,,,Siege_Machine_Ram3_idle1,FALSE,9,100,150,,,,,,,,,
,parked,FALSE,1,,Siege_Machine_Ram3_idle1_3,FALSE,1,70,100,,,,,,,,,
,,FALSE,1,,Siege_Machine_Ram3_idle1_7,FALSE,1,70,,,,,,,,,,
,,FALSE,1,,Siege_Machine_Ram3_idle1_7,FALSE,1,70,,,,,,,,,,
SiegeMachine_Ram_lvl4,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,DirectionCount,Scale,DepthBias,SyncChildAnimations,,,,,,,,
,String,boolean,int,int,String,boolean,int,int,int,boolean,,,,,,,,
,walk,TRUE,,,Siege_Machine_Ram4_run1,TRUE,9,100,150,,,,,,,,,
,idle,TRUE,,,Siege_Machine_Ram4_idle1,FALSE,9,100,150,,,,,,,,,
,attack,TRUE,,21,Siege_Machine_Ram4_attack1,FALSE,9,100,150,TRUE,,,,,,,,
,die,FALSE,,,Siege_Machine_Ram1_die1_1,FALSE,1,,150,,,,,,,,,
,celebrate,TRUE,,,Siege_Machine_Ram4_idle1,FALSE,9,100,150,,,,,,,,,
,parked,FALSE,1,,Siege_Machine_Ram4_idle1_3,FALSE,1,70,100,,,,,,,,,
,,FALSE,1,,Siege_Machine_Ram4_idle1_7,FALSE,1,70,,,,,,,,,,
,,FALSE,1,,Siege_Machine_Ram4_idle1_7,FALSE,1,70,,,,,,,,,,
GraveyardGolem,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,,,,
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,,,,
,walk,TRUE,,,skele_warrior1_run1,TRUE,TRUE,255,255,255,0,0,0,200,,,,
,idle,TRUE,,,skele_warrior1_idle1,TRUE,TRUE,255,255,255,0,0,0,200,,,,
,attack,TRUE,,8,skele_warrior1_attack1,FALSE,TRUE,255,255,255,0,0,0,200,,,,
,die,FALSE,,,barbarian_death_1,FALSE,TRUE,255,255,255,0,0,0,200,,,,
,spawn,FALSE,,,skele_warrior1_spawn1_3,FALSE,TRUE,255,255,255,0,0,0,200,,,,
ElectroDragon_lvl1,,,,,,,,,,,,,,,,,,
,Name,HasDirections,VariationWeight,ActionFrame,ExportName,Looping,StopToLast,ColorMulR,ColorMulG,ColorMulB,ColorAddR,ColorAddG,ColorAddB,Scale,EffectFrame,Effect,SyncChildAnimations,SWF
,String,boolean,int,int,String,boolean,boolean,int,int,int,int,int,int,int,int,String,boolean,String
,walk,TRUE,,,electro_dragon_fly1,TRUE,TRUE,255,255,255,0,0,0,80,10,Electro Dragon Wings,,sc/characters_air.sc
